_rid,predicted_score,description,country,price,variety,winery,title
bb455139d0535dd1,87,"This creative blend of 46% Cabernet Sauvignon, 17% Merlot, 15% Tannat, 13% Petit Verdot, 8% Syrah and 1% Petite Sirah offers roasted red-bell pepper, black gravel, black plums, chocolate cake and caramelized beef on the umami-driven nose. The palate is tighter, with elderberries, cranberries and decent tannic grip, proving tasty but not quite as exciting as the nose suggests.",US,16,Claret,Bonny Doon,Bonny Doon 2013 A Proper Claret (California)
249a72c46930e1e4,89,"Very ripe, rich and oaky, made solidly in the California style. Doesn't leave much to the imagination, but rewards for decadent pineapple, pear, cr猫me br没l茅e, buttered popcorn and vanilla flavors.",US,32,Chardonnay,Bonneau,Bonneau 2008 Catherine's Vineyard Chardonnay (Carneros)
f48ed53fef9fad88,92,"Bold and flavorful without feeling overtly ripe or sweet, this wine has a lot to say. It's complex and spicy, smelling of cardamom, nutmeg and rosemary鈥攁 possible result of its 25% whole-cluster fermentation. Red cherry, rhubarb and pomegranate flavors are bracing and fresh, while the texture is firm and moderately tannic. It's cellarable and will be best after 2018.",US,48,Pinot Noir,Phillips Hill,Phillips Hill 2014 Oppenlander Pinot Noir (Mendocino)
b62d9cf02a040d85,91,"Polished and sophisticated, with lush green apple, pineapple, buttered toast and cinnamon flavors. Likeable for its balance and sheer drinkability.",US,20,Chardonnay,Frei Brothers,Frei Brothers 2005 Reserve Chardonnay (Russian River Valley)
41751237f9ab7421,89,"This blend of 59% Roussanne, 36% Grenache Blanc and 5% Viognier is very lemony on the nicely restrained nose that also offers mango, yellow apple and grapefruit pith. Once sipped, the wine is wide and welcoming with red and yellow apples, Meyer lemon and tangerine flavors, proving quite easy-drinking.",US,20,Rh么ne-style White Blend,Zaca Mesa,Zaca Mesa 2013 Z Blanc White (Santa Ynez Valley)
f88b86ed8e50773f,89,"This burly, robust wine is smoky in oak, with a twist of cedar and sage. The tannins are sizable and soft, providing weight and structured body, while the fruit remains elusive behind dried herb and cracked black pepper.",US,74,Shiraz,Darioush,Darioush 2013 Shiraz (Napa Valley)
fb2cf87752c84e6f,92,"Grown in Green Valley, this medium-bodied wine offers heady Asian spices seasoned over tart, tangy orange and cherry. Pretty aromatics ride shotgun over a depth of earth and soft tannin and smoky oak, the wine ultimately plush and lush.",US,40,Pinot Noir,Sonoma-Loeb,Sonoma-Loeb 2014 Dutton Ranch Pinot Noir (Russian River Valley)
33588c4d590611e9,87,"With a dark oak profile, this wine blends Merlot with Malbec, the two combining to offer cinnamon, clove, cedar and herb. The fruit tends more red than black, and is friendly but a touch puckering and dry.",US,17,Red Blend,Sonoma Collection,Sonoma Collection 2013 District 3 Red (Sonoma Valley)
e841b5d2e4e835a7,92,"This is lively, lean, and agile in style, from the fresh raspberry and cranberry aromas to the tangy raspberry flavors to the insistent tannins and firm acidity that frame it. Light to medium in body, this should soften and broaden in texture with time. Best after 2016.",US,45,Pinot Noir,Drew,Drew 2012 Fog-Eater Pinot Noir (Anderson Valley)
8ff37bae069f4349,92,"The aromas are restrained and mellow in this bottling from winemaker Tyler Thomas, showing mostly yellow apple and citrus peel notes. The palate is racy, high-toned and steely in structure, framed by a razor-sharp edge of zippy acidity, with only faint background notes of ripe stonefruit.",US,32,Chardonnay,Dierberg,Dierberg 2014 Dierberg Vineyard Chardonnay (Santa Maria Valley)
60d9dadeb1346478,84,"This variety is commonly used in Champagne but rarely vinified on its own. This wine shows why. It's like Pinot Noir in the silky texture, but feels jagged and harsh, and the fruit tastes a little baked and sugary.",US,35,Pinot Meunier,Domaine Chandon,Domaine Chandon 2005 Pinot Meunier (Carneros)
4b2e2731aa31801a,94,"Made from a majority of Cabernet Franc, complemented with a small handful of Merlot, the wine is aged in new French oak half barrels. Tannic and savory in cassis and cranberry, the wine also shows a trace of black tea and tomato leaf. The wine's oak remains extremely pronounced, which suggests some time in cellar, through 2020.",US,135,Bordeaux-style Red Blend,Jarvis,Jarvis 2012 Will Jarvis' Science Project Red (Napa Valley)
fbf5ee4cfd7b1648,92,"The fruit is sourced from Mark Ryan-designated rows in the Lachini Vineyard. Fermented with native yeast in stainless steel, and aged in 50% new French oak, this opens with plenty of green tea-flavored tannins, and an undercurrent of earth and wood, but the Pinot fruit shines through and expands, with notes of cola, cherry fruit and a streak of iron.",US,50,Pinot Noir,Mark Ryan,Mark Ryan 2009 Black Love Pinot Noir (Willamette Valley)
8ad6c14228a9f5ef,85,"This tastes sweet and simple, with lemongrass and tropical fruit notes. It's high in acidity, giving it a sweet and sour finish.",US,18,Sauvignon Blanc,Felten Cellars,Felten Cellars 2011 Sauvignon Blanc (Santa Barbara County)
28f2559e9840fbcb,92,"An excellent wine for drinking now. It's dry and fruity, with a meaty, fleshy texture housing flavors of blackberries, cherries, herbs and oak. Fine enough to drink with a good steak.",US,40,Cabernet Sauvignon,Peter Paul Wines,Peter Paul Wines 2008 Cabernet Sauvignon (Napa Valley)
965d28b87e239cdb,92,"This wine is complex and delicious. The vineyard, midway between the warmer Santa Ynez Valley and cooler Santa Rita Hills, is rich in tangerines, lemons and tropical fruits, with brisk acidity and lots of new French oak. It's ripe and full-bodied, suggesting pairing with veal.",US,25,Chardonnay,Au Bon Climat,Au Bon Climat 2011 Los Alamos Vineyard Chardonnay (Santa Barbara County)
c4bb5ab735c12802,91,"Here's a rich, easy-to-like Sauvignon Blanc. Shows keen acidity and complex flavors of citrus fruits, lemongrass, minerals and honey. Feels vigorous and clean all the way through to the long, spicy finish.",US,20,Sauvignon Blanc,John Anthony,John Anthony 2009 Sauvignon Blanc (Napa Valley)
afa3f77c2a4aa96c,87,"This is an earthy Pinot Noir with prominent mushroom notes. It's crisp and dry, with some unripe flavors that compromise the otherwise ripe, red fruit. Drink now.",US,40,Pinot Noir,Boekenoogen,Boekenoogen 2011 Estate Pinot Noir (Santa Lucia Highlands)
18a0c65e4156730b,90,"Truffled earth and cranberry-strawberry envelop sizable oak and bittersweet tannin in this warm-vintage wine. On the more light-bodied side, it features savory tinges of black tea.",US,35,Pinot Noir,Bouchaine,Bouchaine 2012 Pinot Noir (Carneros-Napa Valley)
659e3b7edd953183,91,"A succulent Pinot Noir, rich and ripe in cherries, tart cranberries, orange zest and Dr. Pepper cola, with sweet, smoky notes from oak barrel aging. The tight tannins and zesty acids together suggest midterm aging. Should hit its stride after 2013.",US,36,Pinot Noir,Matrix,Matrix 2009 R. Buoncristiani Vineyard Pinot Noir (Russian River Valley)
f8c81b9c2710d58b,89,"Pinot Blanc is both under-produced and under-valued, yet delivers exceptional flavor and a distinctive profile, especially in the better vintages, such as 2013. Generous fruit flavors of apple and Asian pear dominate, buoyed with a refreshing amount of natural acidity. Delicious now, and should age well through 2017.",US,17,Pinot Blanc,J. Scott Cellars,J. Scott Cellars 2013 Pinot Blanc (Oregon)
01062f3b70bb0536,91,"A little bit of the old world mixed in with the new, this elegant North Fork Cab balances lush black-cherry and plum flavors against savory accents of bramble, barnyard and dried porcini. Bright acidity lifts the midpalate and leads a long, delicately tannic finish.",US,35,Cabernet Sauvignon,Osprey's Dominion,Osprey's Dominion 2013 Reserve Cabernet Sauvignon (North Fork of Long Island)
841c6c515120627d,88,"A fine effort, this has juicy flavors of apple and pear, lightly dusted with cinnamon spice. An astonishing 46,000 cases are made, which must be second only to King Estate for Oregon Pinot Gris production.",US,13,Pinot Gris,A to Z,A to Z 2012 Pinot Gris (Oregon)
22f2d2c17ddb6b83,92,"Leveled by 4% Grenache, this Syrah, which is made in Paso's Tin City district, is rich and lush on the nose. Black cherries and lavender-chocolate truffle are lifted aromatically by herbes du provence. The black-fruit-laden palate is dense with blueberries, maple syrup, dark caramel and touch of black peppercorn.",US,50,Syrah,Nicora,Nicora 2013 Buxom Syrah (Paso Robles)
5c2f4d35b6ed693c,92,"Waxy apple stars in this brisk, approachable white from a single estate-farmed block, the oak briny and salty in toast and honey. Textured and elegantly light bodied, it finishes with a satisfying note of lemon candy.",US,30,Chardonnay,Dry Creek Vineyard,Dry Creek Vineyard 2013 DCV Estate Block 10 Chardonnay (Russian River Valley)
2860ff344e70f9c8,91,"This is a softly sophisticated Cabernet that will please fans of the variety who want a wine that's a little earthier than your riper Napa Valley versions. It has herb and tobacco flavors, but there's also a delicious sunburst of sweetly ripe cherries right in the middle that lasts through the finish. Should develop over the next 7鈥? years.",US,34,Cabernet Sauvignon,J. Rickards,J. Rickards 2008 Five Sisters Blend Cabernet Sauvignon (Alexander Valley)
4663436056c2cd89,87,"This wine is electric pink in color, with notes of strawberry bubblegum and cranberry. It drinks off dry, with watermelon and red fruit flavors that linger on the finish.",US,24,Ros茅,Columbia Winery,Columbia Winery 2013 Grenache Ros茅 (Horse Heaven Hills)
821f149e21345d7d,92,"The blend of 55% Grenache, 25% Syrah, 16% Mourv猫dre and 4% Cinsaut offers subtle mulberry fruit on the nose, a spicy peppercorn kick and plenty of gamy meats. That funky meat quality, from raw to jerkied, is prominent and pure on the sip, surrounded by exotic plums and Middle Eastern spices.",US,45,Rh么ne-style Red Blend,Bonny Doon,Bonny Doon 2013 Le Cigare Volant Red (Central Coast)
e9528562fa3c887b,94,"Appealing complexities appear right from the first sniff, with a mix of rhubarb, tomato leaf, berry, cherry and plum. There is a suggestion of tanned leather, and the brambly fruit flavors carry a lemon-rind edge into a tightly framed, lightly toasty finish.",US,90,Pinot Noir,Domaine Serene,Domaine Serene 2013 Two Barns Vineyard Pinot Noir (Dundee Hills)
e9f3d9fa414d12d6,92,"After a string of successful vintages, this wine has an oven-baked fruit taste, like blackberry and cherry pie-filling that burbled out from the crust and got caramelized.",US,45,Syrah,Rocca,Rocca 2004 Syrah (Yountville)
7e6cf51abb63519e,82,"An everyday Chardonnay, useful for a wide variety of purposes. Shows a creamy texture with flavors of apricots and citrus.",US,9,Chardonnay,Surf Point,Surf Point 2007 Chardonnay (California)
e953899e501fb148,87,"A strongly flavored, candied sparkling wine, made from the classic varieties of Pinot Noir and Chardonnay. Seems overextracted, like a raspberry, almond and honey power bar, with the yeastiness and bubbly sparkles of Champagne.",US,29,Sparkling Blend,McIntyre Vineyards,McIntyre Vineyards NV L'Homme Qui Ris Sparkling (Santa Lucia Highlands)
d4f4836c1bf60928,89,"Classic Dry Creek Zin, dry and firmly tannic and bursting with pepper, briary wild berry, tamari and chamomile flavors. Calls for a broiled steak, drizzled with garlic and rosemary-infused brown butter sauce.",US,19,Zinfandel,Lake Sonoma,Lake Sonoma 2006 Zinfandel (Dry Creek Valley)
20c8493333448106,89,"Made in a lighter style, this silky Pinot Noir has crisp acidity accentuating flavors of cherries, red licorice and cola. It's an elegant wine for drinking now.",US,30,Pinot Noir,Stephen's,Stephen's 2006 Stromsoe Vineyard Pinot Noir (San Luis Obispo County)
ac22b1d7da892b80,92,"This is showing a bit of muscle, and some still-integrating barrel flavors, but it's already a wine that delivers plenty of pleasure. Forgive the flaky faux-wax topping (not thick enough to be called a real capsule) and enjoy the well-ripened blackberry fruit, the nicely-layered creamy chocolate, the touch of underbrush and the appealing length. Drink now through 2022.",US,60,Pinot Noir,Origin,Origin 2014 Johan Vineyard Pinot Noir (Willamette Valley)
6c4c4242f790cb40,87,"Ripe and creamy, with flavors of pineapple candy, honey, brown sugar, buttered toast and cinnamon. It's just what millions of Chardonnay lovers want.",US,20,Chardonnay,F.J. Serra,F.J. Serra 2012 Chardonnay (California)
d431a77f5250be69,85,"Rather vegetal aromas of jalape帽o and bell pepper mix with red fruit on the nose of this bottling. Those same bell peppery notes carry through the palate, which is intriguing but will likely confuse many drinkers.",US,26,Cabernet Sauvignon,Four Sisters Ranch,Four Sisters Ranch 2011 Serena's Private Reserve Cabernet Sauvignon (Paso Robles)
e8e296b81ccea33c,94,"A testament to the power of Paso Robles' wines, this blend of 37% Grenache, 34% Mourv猫dre and 29% Syrah is dense, dark and viscous, showing candied blackberry, cr猫me de cassis and pressed violet aromas, accented with cola and mocha notes. Soft, lush tannins massage the palate, growing grippier with time, while boisterous acidity releases blackberry, espresso and crushed slate flavors. Immensely likable now, it will also last for years.",US,70,Rh么ne-style Red Blend,Law,Law 2013 Sagacious Red (Paso Robles)
c8f6ac418f86c2ce,92,"This plump Pinot Noir uses 20% new French oak to deliver nutmeg, gingerbread spice and licorice aromas. Black cherry and raspberry round out the nose and integrate on the palate, which is hearty and rich in Christmas spice and crushed rock notes. An excellent choice for anyone seeking a full-figured Pinot.",US,40,Pinot Noir,Mollie,Mollie 2014 La Encantada Vineyard Pinot Noir (Sta. Rita Hills)
